file,ref_number,ref_text,doi,doi_url,titleDoi,firstAuthDoi,author_similarity,title_similarity
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_13,[8],American Cancer Society. (2021). Colorectal Cancer Stages. Retrieved from https://www.cancer.org/cancer/colon-rectal-cancer/detection-diagnosis-staging/staged.html,10.1007/978-3-030-58846-5_18,https://doi.org/10.1007/978-3-030-58846-5_18,Multidisciplinary Treatment of Rectal Cancer,Glimelius,10,46
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_9,[1],"Glynne-Jones R, Wyrwicz L, Tiret E, et al. 2017. Ann Oncol. Rectal cancer: ESMO Clinical Practice Guidelines for diagnosis, treatment and follow-up.",10.1093/annonc/mdx224,https://doi.org/10.1093/annonc/mdx224,"Rectal cancer: ESMO Clinical Practice Guidelines for diagnosis, treatment and follow-up",Glynne-Jones,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_9,[2],"Bujko K, Nowacki MP, Nasierowska-Guttmejer A, et al. 2006. J Clin Oncol. Long-term results of a randomized trial comparing preoperative short-course radiotherapy with preoperative conventionally fractionated chemoradiation for rectal cancer.",10.1002/bjs.5506,https://doi.org/10.1002/bjs.5506,Long-term results of a randomized trial comparing preoperative short-course radiotherapy with preoperative conventionally fractionated chemoradiation for rectal cancer,Bujko,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_9,[3],"Gerard JP, Conroy T, Bonnetain F, et al. 2006. J Clin Oncol. Preoperative radiotherapy with or without concurrent fluorouracil and leucovorin in T3-4 rectal cancers: results of FFCD 9203.",10.1200/jco.2006.06.7629,https://doi.org/10.1200/jco.2006.06.7629,Preoperative Radiotherapy With or Without Concurrent Fluorouracil and Leucovorin in T3-4 Rectal Cancers: Results of FFCD 9203,Gérard,5,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_9,[4],"Sauer R, Becker H, Hohenberger W, et al. 2004. N Engl J Med. Preoperative versus postoperative chemoradiotherapy for rectal cancer.",10.1056/nejmoa040694,https://doi.org/10.1056/nejmoa040694,Preoperative versus Postoperative Chemoradiotherapy for Rectal Cancer,Sauer,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_9,[5],"Heald RJ, Ryall RD. 1986. Lancet. Recurrence and survival after total mesorectal excision for rectal cancer.",10.1016/s0140-6736(86)91510-2,https://doi.org/10.1016/s0140-6736(86)91510-2,RECURRENCE AND SURVIVAL AFTER TOTAL MESORECTAL EXCISION FOR RECTAL CANCER,Heald,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_9,[6],"André T, Boni C, Navarro M, et al. 2009. J Clin Oncol. Improved overall survival with oxaliplatin, fluorouracil, and leucovorin as adjuvant treatment in stage II or III colon cancer in the MOSAIC trial.",10.1200/jco.2008.20.6771,https://doi.org/10.1200/jco.2008.20.6771,"Improved Overall Survival With Oxaliplatin, Fluorouracil, and Leucovorin As Adjuvant Treatment in Stage II or III Colon Cancer in the MOSAIC Trial",André,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_5,[1],"Clevers H, Nusse R. 2012. Cell. Wnt/β-Catenin Signaling and Disease.",10.1016/j.cell.2012.05.012,https://doi.org/10.1016/j.cell.2012.05.012,Wnt/β-Catenin Signaling and Disease,Clevers,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_5,[2],Fearon ER. 2011. Nature Reviews Cancer. Molecular genetics of colorectal cancer.,10.1146/annurev-pathol-011110-130235,https://doi.org/10.1146/annurev-pathol-011110-130235,Molecular Genetics of Colorectal Cancer,Fearon,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_5,[3],Compton CC. 2007. Archives of Pathology & Laboratory Medicine. Updated Protocol for the Examination of Specimens From Patients With Carcinomas of the Colon and Rectum.,10.5858/2000-124-1016-upfteo,https://doi.org/10.5858/2000-124-1016-upfteo,"Updated Protocol for the Examination of Specimens From Patients With Carcinomas of the Colon and Rectum, Excluding Carcinoid Tumors, Lymphomas, Sarcomas, and Tumors of the Vermiform Appendix",Compton,100,78
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_5,[4],"Holohan C, Van Schaeybroeck S, Longley DB, Johnston PG. 2013. Nature Reviews Cancer. Cancer drug resistance: an evolving paradigm.",10.1038/nrc3599,https://doi.org/10.1038/nrc3599,Cancer drug resistance: an evolving paradigm,Holohan,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_5,[5],"Le DT, Uram JN, Wang H, et al. 2015. New England Journal of Medicine. PD-1 Blockade in Tumors with Mismatch-Repair Deficiency.",10.1056/nejmc1510353,https://doi.org/10.1056/nejmc1510353,PD-1 Blockade in Tumors with Mismatch-Repair Deficiency,,0,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_5,[6],Folkman J. 2007. Nature Reviews Drug Discovery. Angiogenesis: an organizing principle for drug discovery?,10.1038/nrd2115,https://doi.org/10.1038/nrd2115,Angiogenesis: an organizing principle for drug discovery?,Folkman,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_5,[7],"Quail DF, Joyce JA. 2013. Nature Medicine. Microenvironmental regulation of tumor progression and metastasis.",10.1038/nm.3394,https://doi.org/10.1038/nm.3394,Microenvironmental regulation of tumor progression and metastasis,Quail,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_10,[1],National Comprehensive Cancer Network. (2021). NCCN Clinical Practice Guidelines in Oncology: Colon Cancer. Version 2.2021.,10.1111/j.1759-7714.2010.00016.x,https://doi.org/10.1111/j.1759-7714.2010.00016.x,"Comparisons between the National Comprehensive Cancer Network (NCCN) non-small-cell lung cancer (NSCLC) Clinical Practice Guidelines (Chinese version), the NCCN original edition, and the European Society for Medical Oncology NSCLC Guidelines in 2009",Xu,2,93
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_10,[2],"Longley, D. B., Harkin, D. P., & Johnston, P. G. (2003). 5-fluorouracil: mechanisms of action and clinical strategies. Nature Reviews Cancer, 3(5), 330-338.",10.1038/nrc1074,https://doi.org/10.1038/nrc1074,5-Fluorouracil: mechanisms of action and clinical strategies,Longley,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_10,[3],"Van Cutsem, E., Cervantes, A., Adam, R., Sobrero, A., Van Krieken, J. H., Aderka, D., ... & Nordlinger, B. (2016). ESMO consensus guidelines for the management of patients with metastatic colorectal cancer. Annals of Oncology, 27(8), 1386-1422.",10.1093/annonc/mdu260,https://doi.org/10.1093/annonc/mdu260,"Metastatic colorectal cancer: ESMO Clinical Practice Guidelines for diagnosis, treatment and follow-up",Van Cutsem,100,65
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_10,[4],"Le, D. T., Uram, J. N., Wang, H., Bartlett, B. R., Kemberling, H., Eyring, A. D., ... & Taube, J. M. (2015). PD-1 blockade in tumors with mismatch-repair deficiency. New England Journal of Medicine, 372(26), 2509-2520.",10.1056/nejmoa1500596,https://doi.org/10.1056/nejmoa1500596,PD-1 Blockade in Tumors with Mismatch-Repair Deficiency,Le,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_10,[5],"Quail, D. F., & Joyce, J. A. (2013). Microenvironmental regulation of tumor progression and metastasis. Nature Medicine, 19(11), 1423-1437.",10.1038/nm.3394,https://doi.org/10.1038/nm.3394,Microenvironmental regulation of tumor progression and metastasis,Quail,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_10,[6],"Noy, R., & Pollard, J. W. (2014). Tumor-associated macrophages: from mechanisms to therapy. Immunity, 41(1), 49-61.",10.1016/j.immuni.2014.06.010,https://doi.org/10.1016/j.immuni.2014.06.010,Tumor-Associated Macrophages: From Mechanisms to Therapy,Noy,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_10,[7],"Kalluri, R. (2016). The biology and function of fibroblasts in cancer. Nature Reviews Cancer, 16(9), 582-598.",10.1038/nrc.2016.73,https://doi.org/10.1038/nrc.2016.73,The biology and function of fibroblasts in cancer,Kalluri,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_10,[8],"Valastyan, S., & Weinberg, R. A. (2011). Tumor metastasis: molecular insights and evolving paradigms. Cell, 147(2), 275-292.",10.1016/j.cell.2011.09.024,https://doi.org/10.1016/j.cell.2011.09.024,Tumor Metastasis: Molecular Insights and Evolving Paradigms,Valastyan,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_10,[9],"Manfredi, S., Lepage, C., Hatem, C., Coatmeur, O., Faivre, J., & Bouvier, A. M. (2006). Epidemiology and management of liver metastases from colorectal cancer. Annals of Surgery, 244(2), 254-259.",10.1097/01.sla.0000217629.94941.cf,https://doi.org/10.1097/01.sla.0000217629.94941.cf,Epidemiology and Management of Liver Metastases From Colorectal Cancer,Manfredi,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_11,[1],National Comprehensive Cancer Network. (2021). NCCN Clinical Practice Guidelines in Oncology: Colon Cancer. Version 2.2021.,10.1111/j.1759-7714.2010.00016.x,https://doi.org/10.1111/j.1759-7714.2010.00016.x,"Comparisons between the National Comprehensive Cancer Network (NCCN) non-small-cell lung cancer (NSCLC) Clinical Practice Guidelines (Chinese version), the NCCN original edition, and the European Society for Medical Oncology NSCLC Guidelines in 2009",Xu,2,93
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_11,[2],"Longley, D. B., Harkin, D. P., & Johnston, P. G. (2003). 5-fluorouracil: mechanisms of action and clinical strategies. Nature Reviews Cancer, 3(5), 330-338.",10.1038/nrc1074,https://doi.org/10.1038/nrc1074,5-Fluorouracil: mechanisms of action and clinical strategies,Longley,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_11,[3],"Van Cutsem, E., Cervantes, A., Adam, R., Sobrero, A., Van Krieken, J. H., Aderka, D., ... & Nordlinger, B. (2016). ESMO consensus guidelines for the management of patients with metastatic colorectal cancer. Annals of Oncology, 27(8), 1386-1422.",10.1093/annonc/mdu260,https://doi.org/10.1093/annonc/mdu260,"Metastatic colorectal cancer: ESMO Clinical Practice Guidelines for diagnosis, treatment and follow-up",Van Cutsem,100,65
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_11,[4],"Le, D. T., Uram, J. N., Wang, H., Bartlett, B. R., Kemberling, H., Eyring, A. D., ... & Taube, J. M. (2015). PD-1 blockade in tumors with mismatch-repair deficiency. New England Journal of Medicine, 372(26), 2509-2520.",10.1056/nejmoa1500596,https://doi.org/10.1056/nejmoa1500596,PD-1 Blockade in Tumors with Mismatch-Repair Deficiency,Le,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_11,[5],"Meacham, C. E., & Morrison, S. J. (2013). Tumour heterogeneity and cancer cell plasticity. Nature, 501(7467), 328-337.",10.1038/nature12624,https://doi.org/10.1038/nature12624,Tumour heterogeneity and cancer cell plasticity,Meacham,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_11,[6],"Compton, C. C. (2007). Optimal pathologic staging: defining stage II disease. Clinical Cancer Research, 13(22), 6862s-6870s.",10.1158/1078-0432.ccr-07-1398,https://doi.org/10.1158/1078-0432.ccr-07-1398,Optimal Pathologic Staging: Defining Stage II Disease,Compton,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_11,[7],"Chaffer, C. L., & Weinberg, R. A. (2011). A perspective on cancer cell metastasis. Science, 331(6024), 1559-1564.",10.1126/science.1203543,https://doi.org/10.1126/science.1203543,A Perspective on Cancer Cell Metastasis,Chaffer,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_11,[8],"Jayne, D. G., Fook, S., Loi, C., & Seow-Choen, F. (2002). Peritoneal carcinomatosis from colorectal cancer. British Journal of Surgery, 89(12), 1545-1550.",10.1046/j.1365-2168.2002.02274.x,https://doi.org/10.1046/j.1365-2168.2002.02274.x,Peritoneal carcinomatosis from colorectal cancer,Jayne,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_1,[1],"Hechtman JF, Polydorides AD. 2012. Histopathological features of colorectal carcinomas. Gastroenterol Clin North Am. 41(3): 629-49.",10.3410/f.717973188.793470321,https://doi.org/10.3410/f.717973188.793470321,Faculty Opinions recommendation of Colorectal carcinomas with KRAS mutation are associated with distinctive morphological and molecular features.,Harpaz,6,56
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_1,[2],National Comprehensive Cancer Network. 2021. Rectal Cancer (Version 6.2021).,10.6004/jnccn.2007.0081,https://doi.org/10.6004/jnccn.2007.0081,Rectal Cancer,_,0,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_1,[3],"Topalian SL, Taube JM, Anders RA, Pardoll DM. 2016. Mechanism-driven biomarkers to guide immune checkpoint blockade in cancer therapy. Nat Rev Cancer. 16(5): 275-87.",10.1038/nrc.2016.36,https://doi.org/10.1038/nrc.2016.36,Mechanism-driven biomarkers to guide immune checkpoint blockade in cancer therapy,Topalian,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_1,[4],"Ribas A, Wolchok JD. 2018. Cancer immunotherapy using checkpoint blockade. Science. 359(6382): 1350-5.",10.1126/science.aar4060,https://doi.org/10.1126/science.aar4060,Cancer immunotherapy using checkpoint blockade,Ribas,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_1,[5],"Quail DF, Joyce JA. 2013. Microenvironmental regulation of tumor progression and metastasis. Nat Med. 19(11): 1423-37.",10.1038/nm.3394,https://doi.org/10.1038/nm.3394,Microenvironmental regulation of tumor progression and metastasis,Quail,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_1,[6],"Balkwill FR, Capasso M, Hagemann T. 2012. The tumor microenvironment at a glance. J Cell Sci. 125(Pt 23): 5591-6.",10.1242/jcs.116392,https://doi.org/10.1242/jcs.116392,The tumor microenvironment at a glance,Balkwill,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_12,[1],National Comprehensive Cancer Network. (2021). NCCN Clinical Practice Guidelines in Oncology: Colon Cancer. Version 2.2021.,10.1111/j.1759-7714.2010.00016.x,https://doi.org/10.1111/j.1759-7714.2010.00016.x,"Comparisons between the National Comprehensive Cancer Network (NCCN) non-small-cell lung cancer (NSCLC) Clinical Practice Guidelines (Chinese version), the NCCN original edition, and the European Society for Medical Oncology NSCLC Guidelines in 2009",Xu,2,93
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_12,[2],"Longley, D. B., Harkin, D. P., & Johnston, P. G. (2003). 5-fluorouracil: mechanisms of action and clinical strategies. Nature Reviews Cancer, 3(5), 330-338.",10.1038/nrc1074,https://doi.org/10.1038/nrc1074,5-Fluorouracil: mechanisms of action and clinical strategies,Longley,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_12,[3],"Van Cutsem, E., Cervantes, A., & Nordlinger, B. (2014). Metastatic colorectal cancer: ESMO Clinical Practice Guidelines for diagnosis, treatment and follow-up. Annals of Oncology, 25(suppl_3), iii1-iii9.",10.1093/annonc/mdu260,https://doi.org/10.1093/annonc/mdu260,"Metastatic colorectal cancer: ESMO Clinical Practice Guidelines for diagnosis, treatment and follow-up",Van Cutsem,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_12,[4],"Le, D. T., Uram, J. N., & Wang, H. (2015). PD-1 blockade in tumors with mismatch-repair deficiency. New England Journal of Medicine, 372(26), 2509-2520.",10.1056/nejmc1510353,https://doi.org/10.1056/nejmc1510353,PD-1 Blockade in Tumors with Mismatch-Repair Deficiency,,0,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_12,[5],"Compton, C. C. (2007). Prognostic factors in cancer. In Prognostic Factors in Cancer (pp. 43-86). Wiley-Liss.",10.3109/9780203089781-24,https://doi.org/10.3109/9780203089781-24,Molecular prognostic and predictive factors in cervical cancer,,0,62
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_12,[6],"Van Cutsem, E., & Oliveira, J. (2009). Advanced colorectal cancer: ESMO clinical recommendations for diagnosis, treatment and follow-up. Annals of Oncology, 20(suppl_4), 61-63.",10.1093/annonc/mdp130,https://doi.org/10.1093/annonc/mdp130,"Advanced colorectal cancer: ESMO Clinical Recommendations for diagnosis, treatment and follow-up",Van Cutsem,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_12,[7],"Sargent, D. J., Goldberg, R. M., & Jacobson, S. D. (2001). A pooled analysis of adjuvant chemotherapy for resected colon cancer in elderly patients. New England Journal of Medicine, 345(15), 1091-1097.",10.1056/nejmoa010957,https://doi.org/10.1056/nejmoa010957,A Pooled Analysis of Adjuvant Chemotherapy for Resected Colon Cancer in Elderly Patients,Sargent,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_12,[8],"Franko, J., Shi, Q., & Meyers, J. P. (2012). Prognosis of patients with peritoneal metastatic colorectal cancer given systemic therapy: an analysis of individual patient data from prospective randomised trials from the Analysis and Research in Cancers of the Digestive System (ARCAD) database. The Lancet Oncology, 17(12), 1709-1719.",10.1016/s1470-2045(16)30500-9,https://doi.org/10.1016/s1470-2045(16)30500-9,Prognosis of patients with peritoneal metastatic colorectal cancer given systemic therapy: an analysis of individual patient data from prospective randomised trials from the Analysis and Research in Cancers of the Digestive System (ARCAD) database,Franko,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_16,[1],National Comprehensive Cancer Network. (2021). NCCN Clinical Practice Guidelines in Oncology: Colon Cancer. Version 2.2021.,10.1111/j.1759-7714.2010.00016.x,https://doi.org/10.1111/j.1759-7714.2010.00016.x,"Comparisons between the National Comprehensive Cancer Network (NCCN) non-small-cell lung cancer (NSCLC) Clinical Practice Guidelines (Chinese version), the NCCN original edition, and the European Society for Medical Oncology NSCLC Guidelines in 2009",Xu,2,93
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_16,[2],"Longley, D. B., Harkin, D. P., & Johnston, P. G. (2003). 5-fluorouracil: mechanisms of action and clinical strategies. Nature Reviews Cancer, 3(5), 330-338.",10.1038/nrc1074,https://doi.org/10.1038/nrc1074,5-Fluorouracil: mechanisms of action and clinical strategies,Longley,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_16,[3],"Van Cutsem, E., & Cervantes, A. (2011). Advanced colorectal cancer: ESMO Clinical Practice Guidelines for treatment. Annals of Oncology, 22(suppl_6), vi61-vi63.",10.1093/annonc/mdq222,https://doi.org/10.1093/annonc/mdq222,Advanced colorectal cancer: ESMO Clinical Practice Guidelines for treatment,Van Cutsem,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_16,[4],"Le, D. T., et al. (2017). Mismatch repair deficiency predicts response of solid tumors to PD-1 blockade. Science, 357(6349), 409-413.",10.3410/f.727697784.793571316,https://doi.org/10.3410/f.727697784.793571316,Faculty Opinions recommendation of Mismatch repair deficiency predicts response of solid tumors to PD-1 blockade.,Berlin,8,83
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_16,[5],"Meacham, C. E., & Morrison, S. J. (2013). Tumour heterogeneity and cancer cell plasticity. Nature, 501(7467), 328-337.",10.1038/nature12624,https://doi.org/10.1038/nature12624,Tumour heterogeneity and cancer cell plasticity,Meacham,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_16,[6],"Quail, D. F., & Joyce, J. A. (2013). Microenvironmental regulation of tumor progression and metastasis. Nature Medicine, 19(11), 1423-1437.",10.1038/nm.3394,https://doi.org/10.1038/nm.3394,Microenvironmental regulation of tumor progression and metastasis,Quail,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_16,[7],"Franko, J., Shi, Q., & Meyers, J. P. (2012). Prognosis of patients with peritoneal metastatic colorectal cancer given systemic therapy: an analysis of individual patient data from prospective randomised trials from the Analysis and Research in Cancers of the Digestive System (ARCAD) database. The Lancet Oncology, 17(12), 1709-1719.",10.1016/s1470-2045(16)30500-9,https://doi.org/10.1016/s1470-2045(16)30500-9,Prognosis of patients with peritoneal metastatic colorectal cancer given systemic therapy: an analysis of individual patient data from prospective randomised trials from the Analysis and Research in Cancers of the Digestive System (ARCAD) database,Franko,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_16,[8],"Jayne, D. G., & Fook, S. (2002). Peritoneal carcinomatosis from colorectal cancer. British Journal of Surgery, 89(12), 1545-1550.",10.1046/j.1365-2168.2002.02274.x,https://doi.org/10.1046/j.1365-2168.2002.02274.x,Peritoneal carcinomatosis from colorectal cancer,Jayne,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_0,[1],"Fearon ER, Vogelstein B. 1990. Cell. A genetic model for colorectal tumorigenesis.",10.1016/0092-8674(90)90186-i,https://doi.org/10.1016/0092-8674(90)90186-i,A genetic model for colorectal tumorigenesis,Fearon,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_0,[2],"Punt CJ, Koopman M, Vermeulen L. 2017. Nat Rev Clin Oncol. From tumour heterogeneity to advances in precision treatment of colorectal cancer.",10.1038/nrclinonc.2016.171,https://doi.org/10.1038/nrclinonc.2016.171,From tumour heterogeneity to advances in precision treatment of colorectal cancer,Punt,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_0,[3],"Holohan C, Van Schaeybroeck S, Longley DB, Johnston PG. 2013. Nat Rev Cancer. Cancer drug resistance: an evolving paradigm.",10.1038/nrc3599,https://doi.org/10.1038/nrc3599,Cancer drug resistance: an evolving paradigm,Holohan,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_0,[4],"Quail DF, Joyce JA. 2013. Nat Med. Microenvironmental regulation of tumor progression and metastasis.",10.1038/nm.3394,https://doi.org/10.1038/nm.3394,Microenvironmental regulation of tumor progression and metastasis,Quail,100,100
experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_0,[5],"Benson AB, Venook AP, Al-Hawary MM, et al. 2018. J Natl Compr Canc Netw. NCCN Guidelines Insights: Colon Cancer, Version 2.2018.",10.6004/jnccn.2019.0102,https://doi.org/10.6004/jnccn.2019.0102,"Erratum to: NCCN Guidelines Insights: Small Cell Lung Cancer, Version 2.2018: J Natl Compr Canc Netw 2018;16(10):1171–1182.",,0,77
